datetime,time,tem,dew_point,humidity,pressure,wind_dr,wind_sp,condition
2017/1/5,1,19,17,88,1018,0,0,3
2017/1/5,2,19,17,85,1018,11,1,2
2017/1/5,3,19,17,88,1018,10,3,3
2017/1/5,4,19,17,88,1017,0,0,3
2017/1/5,5,19,17,85,1018,15,1,2
2017/1/5,6,19,17,88,1017,0,0,3
2017/1/5,7,20,16,78,1017,5,2,3
2017/1/5,8,20,17,78,1018,5,1,3
2017/1/5,9,22,16,69,1018,1,3,3
2017/1/5,10,23,16,65,1018,1,4,3
2017/1/5,11,24,17,57,1018,3,2,4
2017/1/5,12,25,17,61,1017,15,2,3
2017/1/5,13,24,16,61,1016,3,3,0
2017/1/5,14,23,19,68,1015,12,2,8
2017/1/5,15,23,18,73,1014,17,3,0
2017/1/5,16,23,18,73,1014,17,3,0
2017/1/5,17,23,18,67,1016,9,1,5
2017/1/5,18,21,18,83,1015,11,2,3
2017/1/5,19,21,18,83,1016,11,2,3
2017/1/5,20,21,18,77,1017,3,1,1
2017/1/5,21,21,18,83,1016,12,2,3
2017/1/5,22,20,17,83,1016,0,0,3
2017/1/5,23,20,19,90,1017,4,1,2
2017/1/6,0,19,17,88,1016,0,0,1
2017/1/6,1,19,18,94,1016,11,2,1
2017/1/6,2,20,18,89,1016,15,2,2
2017/1/6,3,19,18,94,1015,0,0,1
2017/1/6,4,17,17,100,1014,0,0,1
2017/1/6,5,19,18,86,1014,15,2,2
2017/1/6,6,18,17,94,1015,15,2,1
2017/1/6,7,18,17,94,1015,0,0,1
2017/1/6,8,19,18,92,1016,15,1,1
2017/1/6,9,21,18,83,1017,0,0,1
2017/1/6,10,22,18,78,1017,17,2,1
2017/1/6,11,24,18,61,1017,5,1,4
2017/1/6,12,23,18,73,1016,17,3,0
2017/1/6,13,24,18,69,1014,7,3,0
2017/1/6,14,26,19,54,1013,12,2,3
2017/1/6,15,25,18,65,1013,8,2,0
2017/1/6,16,23,19,78,1013,10,3,0
2017/1/6,17,24,18,62,1014,12,2,0
2017/1/6,18,22,18,78,1013,12,4,3
2017/1/6,19,22,19,83,1014,11,3,4
2017/1/6,20,22,16,62,1015,1,2,3
2017/1/6,21,21,19,88,1014,11,2,4
2017/1/6,22,22,17,73,1015,13,4,5
2017/1/6,23,20,18,84,1016,1,1,2
2017/1/7,0,21,17,78,1015,16,5,7
2017/1/7,1,20,17,83,1014,16,6,7
2017/1/7,2,20,18,82,1015,1,2,2
2017/1/7,3,20,17,83,1013,5,4,7
2017/1/7,4,20,17,83,1013,16,3,7
2017/1/7,5,20,17,83,1014,1,2,2
2017/1/7,6,21,17,78,1014,16,2,7
2017/1/7,7,20,16,78,1014,16,3,7
2017/1/7,8,20,17,80,1015,1,2,3
2017/1/7,9,22,17,73,1015,2,2,7
2017/1/7,10,23,17,69,1015,13,4,7
2017/1/7,11,24,17,61,1015,1,1,3
2017/1/7,12,23,17,69,1014,7,3,5
2017/1/7,13,23,17,69,1013,7,3,7
2017/1/7,14,27,18,48,1012,1,1,4
2017/1/7,15,24,18,69,1011,8,2,7
2017/1/7,16,24,19,73,1011,8,2,7
2017/1/7,17,24,18,62,1012,11,2,3
2017/1/7,18,21,19,88,1012,11,3,1
2017/1/7,19,21,18,83,1012,11,2,1
2017/1/7,20,21,19,83,1014,11,1,0
2017/1/7,21,21,19,88,1013,11,3,1
2017/1/7,22,21,19,88,1014,11,2,1
2017/1/7,23,21,18,77,1014,15,1,2
2017/1/8,0,21,19,88,1014,0,0,6
2017/1/8,1,21,19,88,1013,0,0,6
2017/1/8,2,21,18,77,1013,15,1,2
2017/1/8,3,21,19,88,1013,0,0,1
2017/1/8,4,21,18,83,1012,4,1,1
2017/1/8,5,21,18,83,1013,0,0,2
2017/1/8,6,20,18,88,1013,0,0,1
2017/1/8,7,20,18,88,1013,3,2,1
2017/1/8,8,20,18,87,1014,14,1,1
2017/1/8,9,22,18,78,1015,6,1,1
2017/1/8,10,23,18,73,1016,14,3,0
2017/1/8,11,24,18,62,1015,4,3,4
2017/1/8,12,26,17,57,1014,1,3,0
