datetime,time,tem,dew_point,humidity,pressure,wind_dr,wind_sp,condition
2017/1/8,13,27,16,51,1012,1,3,6
2017/1/8,14,26,17,48,1012,15,2,4
2017/1/8,15,25,19,69,1011,14,6,0
2017/1/8,16,24,18,69,1011,14,6,0
2017/1/8,17,25,17,53,1012,4,3,3
2017/1/8,18,24,17,65,1012,15,4,6
2017/1/8,19,23,17,69,1013,4,4,6
2017/1/8,20,22,17,66,1014,4,2,6
2017/1/8,21,23,16,65,1014,15,5,3
2017/1/8,22,22,15,64,1015,3,5,3
2017/1/8,23,21,15,59,1015,4,1,2
2017/1/9,0,21,14,64,1015,3,5,3
2017/1/9,1,20,14,68,1015,3,4,3
2017/1/9,2,20,14,60,1015,4,2,2
2017/1/9,3,19,14,73,1015,15,5,6
2017/1/9,4,19,13,68,1015,3,5,5
2017/1/9,5,19,14,68,1015,4,2,2
2017/1/9,6,18,13,73,1016,1,4,6
2017/1/9,7,18,12,68,1017,1,4,6
2017/1/9,8,18,13,64,1018,15,4,6
2017/1/9,9,19,12,64,1018,1,6,4
2017/1/9,10,20,12,60,1019,2,4,3
2017/1/9,11,21,13,52,1018,3,2,4
2017/1/9,12,22,12,53,1017,1,4,5
2017/1/9,13,24,13,50,1016,1,3,5
2017/1/9,14,24,14,45,1015,5,1,6
2017/1/9,15,25,14,50,1014,3,3,6
2017/1/9,16,23,16,65,1014,7,3,7
2017/1/9,17,22,16,62,1015,12,2,2
2017/1/9,18,21,15,68,1015,11,3,7
2017/1/9,19,20,17,83,1015,10,4,1
2017/1/9,20,19,16,78,1017,2,1,2
2017/1/9,21,20,16,78,1016,12,3,1
2017/1/9,22,19,16,83,1017,16,3,1
2017/1/9,23,19,16,78,1018,2,2,2
2017/1/10,0,20,16,78,1017,16,3,3
2017/1/10,1,20,15,73,1017,16,5,3
2017/1/10,2,19,16,76,1018,5,1,2
2017/1/10,3,20,15,73,1017,16,3,3
2017/1/10,4,20,15,73,1017,5,3,3
2017/1/10,5,19,16,78,1017,1,1,2
2017/1/10,6,20,14,68,1017,16,3,3
2017/1/10,7,20,14,68,1018,5,3,3
2017/1/10,8,19,15,74,1019,2,3,3
2017/1/10,9,19,15,78,1019,6,3,3
2017/1/10,10,21,15,68,1020,5,3,4
2017/1/10,11,21,15,59,1020,1,2,3
2017/1/10,12,23,15,61,1018,6,2,6
2017/1/10,13,23,16,65,1017,8,4,6
2017/1/10,14,22,16,57,1017,2,2,4
2017/1/10,15,22,16,69,1016,9,4,6
2017/1/10,16,22,16,69,1016,9,4,6
2017/1/10,17,22,15,56,1017,1,2,2
2017/1/10,18,21,17,78,1017,9,2,7
2017/1/10,19,21,15,68,1017,6,1,7
2017/1/10,20,19,16,76,1018,16,1,3
2017/1/10,21,20,15,73,1018,16,2,7
2017/1/10,22,20,15,73,1018,13,5,7
2017/1/10,23,19,16,82,1019,1,2,2
2017/1/11,0,19,15,78,1018,16,3,7
2017/1/11,1,19,15,78,1018,16,4,7
2017/1/11,2,18,16,81,1019,5,1,2
2017/1/11,3,18,15,83,1018,16,2,7
2017/1/11,4,18,15,83,1018,16,3,1
2017/1/11,5,18,15,80,1018,1,2,2
2017/1/11,6,18,14,77,1018,16,4,1
2017/1/11,7,18,14,77,1018,16,2,1
2017/1/11,8,18,15,77,1019,4,2,3
2017/1/11,9,20,15,73,1019,2,4,7
2017/1/11,10,21,15,68,1020,1,3,0
2017/1/11,11,20,16,66,1020,16,2,3
2017/1/11,12,22,15,64,1018,6,2,0
2017/1/11,13,21,16,73,1017,8,3,0
2017/1/11,14,21,16,65,1016,1,1,8
2017/1/11,15,21,16,73,1015,10,3,0
2017/1/11,16,21,16,73,1015,10,3,8
2017/1/11,17,20,16,71,1016,16,1,0
2017/1/11,18,20,16,78,1016,0,0,9
2017/1/11,19,20,16,78,1017,2,2,9
2017/1/11,20,19,16,84,1018,15,1,10
2017/1/11,21,20,15,73,1018,1,3,10
2017/1/11,22,19,15,78,1018,1,4,3
2017/1/11,23,19,16,73,1018,4,2,1
2017/1/12,0,19,14,73,1018,3,3,0
2017/1/12,1,19,13,68,1017,1,4,0
2017/1/12,2,18,15,74,1017,15,1,0
2017/1/12,3,18,13,73,1016,3,5,0
2017/1/12,4,18,13,73,1016,1,4,0
2017/1/12,5,18,14,75,1016,15,1,1
2017/1/12,6,18,12,68,1016,1,5,0
2017/1/12,7,18,12,68,1016,1,4,0
2017/1/12,8,17,14,75,1017,15,2,1
2017/1/12,9,18,12,68,1017,3,4,0
2017/1/12,10,18,12,68,1017,1,4,0
2017/1/12,11,18,14,72,1017,3,2,0
2017/1/12,12,18,12,68,1016,3,5,0
2017/1/12,13,18,12,68,1015,3,5,0
2017/1/12,14,19,14,71,1014,4,2,0
2017/1/12,15,18,12,68,1014,15,4,0
2017/1/12,16,17,12,72,1014,3,5,0
2017/1/12,17,17,13,74,1014,4,3,8
2017/1/12,18,15,12,82,1015,3,6,8
2017/1/12,19,15,12,82,1016,15,6,8
2017/1/12,20,15,13,87,1016,14,2,8
2017/1/12,21,14,11,82,1017,3,6,8
2017/1/12,22,13,11,88,1017,3,6,8
2017/1/12,23,14,11,79,1017,15,3,2
2017/1/13,0,13,11,88,1017,3,6,10
2017/1/13,1,13,11,88,1017,3,5,8
2017/1/13,2,13,11,82,1016,4,2,2
2017/1/13,3,13,10,82,1016,15,6,8
2017/1/13,4,12,10,88,1016,3,6,8
2017/1/13,5,13,10,75,1016,4,4,2
2017/1/13,6,12,9,82,1016,1,7,3
2017/1/13,7,12,9,82,1016,3,5,8
2017/1/13,8,13,10,76,1017,4,3,8
2017/1/13,9,12,9,82,1017,3,6,10
2017/1/13,10,13,9,77,1018,3,5,8
2017/1/13,11,13,10,73,1018,15,3,5
2017/1/13,12,14,9,72,1017,3,6,8
2017/1/13,13,14,9,72,1016,3,7,8
2017/1/13,14,15,10,64,1015,15,3,5
2017/1/13,15,14,10,77,1015,15,6,8
2017/1/13,16,14,10,77,1015,3,6,8
2017/1/13,17,14,10,67,1016,4,2,8
2017/1/13,18,13,10,82,1016,15,5,8
2017/1/13,19,13,10,82,1016,3,5,3
2017/1/13,20,14,11,81,1017,3,2,8
2017/1/13,21,14,10,77,1018,3,5,3
2017/1/13,22,14,10,77,1018,3,4,3
2017/1/13,23,14,11,80,1018,15,2,2
2017/1/14,0,13,11,88,1018,3,4,3
2017/1/14,1,13,11,88,1017,3,3,3
2017/1/14,2,13,12,90,1018,4,2,2
2017/1/14,3,12,11,94,1017,3,4,10
2017/1/14,4,12,11,94,1017,15,5,10
2017/1/14,5,12,11,92,1018,15,3,2
2017/1/14,6,12,11,94,1018,3,3,10
2017/1/14,7,12,11,94,1018,1,4,10
2017/1/14,8,12,11,89,1019,4,3,8
2017/1/14,9,13,10,82,1019,3,5,8
2017/1/14,10,13,11,88,1020,3,5,10
2017/1/14,11,13,11,87,1020,4,2,10
2017/1/14,12,14,10,77,1019,1,5,8
2017/1/14,13,14,11,82,1018,3,4,8
2017/1/14,14,14,12,79,1018,4,2,5
2017/1/14,15,15,10,72,1017,3,5,8
2017/1/14,16,15,10,72,1017,15,5,8
2017/1/14,17,15,11,76,1018,3,2,8
2017/1/14,18,14,10,77,1019,3,4,8
2017/1/14,19,14,10,77,1019,3,4,8
2017/1/14,20,14,11,77,1020,15,2,5
2017/1/14,21,14,11,82,1020,1,5,8
2017/1/14,22,14,10,77,1020,1,4,8
2017/1/14,23,14,11,80,1020,15,2,2
2017/1/15,0,13,10,82,1020,3,5,8
2017/1/15,1,14,10,77,1020,3,4,8
2017/1/15,2,14,11,84,1020,3,2,2
2017/1/15,3,13,10,82,1020,1,6,8
2017/1/15,4,13,11,88,1020,1,5,10
2017/1/15,5,13,11,83,1020,4,3,2
2017/1/15,6,13,11,88,1021,15,4,10
2017/1/15,7,13,11,88,1022,3,4,10
2017/1/15,8,12,12,95,1022,4,2,10
2017/1/15,9,13,11,88,1022,3,4,9
2017/1/15,10,13,11,88,1023,3,4,9
2017/1/15,11,13,12,86,1023,15,4,10
2017/1/15,12,14,11,82,1022,15,5,8
2017/1/15,13,14,11,82,1021,3,5,8
2017/1/15,14,14,12,86,1020,15,2,5
2017/1/15,15,14,11,82,1019,3,5,8
2017/1/15,16,14,11,82,1020,15,4,8
2017/1/15,17,14,12,84,1020,15,2,8
2017/1/15,18,14,11,82,1020,15,4,8
2017/1/15,19,14,11,82,1021,3,5,8
2017/1/15,20,14,12,88,1022,14,1,10
2017/1/15,21,14,11,82,1022,3,3,3
2017/1/15,22,14,11,82,1022,15,3,3
2017/1/15,23,14,11,79,1022,15,4,2
2017/1/16,0,14,10,77,1021,3,4,3
2017/1/16,1,14,10,77,1021,3,4,3
2017/1/16,2,13,11,80,1021,14,2,2
2017/1/16,3,13,10,82,1020,1,4,3
2017/1/16,4,13,10,82,1020,1,5,3
2017/1/16,5,13,10,75,1020,4,3,2
2017/1/16,6,13,9,77,1021,1,4,3
2017/1/16,7,12,10,88,1021,3,4,3
2017/1/16,8,12,11,87,1022,15,2,10
2017/1/16,9,13,11,88,1022,1,4,9
2017/1/16,10,14,11,82,1023,1,5,3
2017/1/16,11,14,11,80,1023,15,2,10
2017/1/16,12,15,10,72,1021,3,3,3
2017/1/16,13,15,10,72,1020,15,2,3
2017/1/16,14,16,12,68,1019,3,1,5
2017/1/16,15,16,11,72,1019,3,5,3
2017/1/16,16,15,11,77,1018,1,5,3
2017/1/16,17,16,12,76,1019,17,1,3
2017/1/16,18,15,11,77,1019,1,3,3
2017/1/16,19,15,11,77,1020,1,4,4
2017/1/16,20,16,13,77,1020,1,1,10
2017/1/16,21,15,11,77,1021,3,2,3
2017/1/16,22,15,12,82,1021,1,3,3
2017/1/16,23,16,13,74,1021,1,3,2
2017/1/17,0,15,12,82,1021,3,3,3
2017/1/17,1,14,13,94,1021,3,3,8
2017/1/17,2,16,13,73,1021,15,1,2
2017/1/17,3,15,13,88,1020,2,4,3
2017/1/17,4,15,12,82,1020,3,4,3
2017/1/17,5,15,12,79,1020,4,1,2
2017/1/17,6,15,12,82,1021,2,4,3
2017/1/17,7,15,12,82,1021,1,3,3
2017/1/17,8,15,12,71,1022,1,1,3
2017/1/17,9,16,12,77,1022,1,4,7
2017/1/17,10,17,11,68,1022,2,3,7
2017/1/17,11,19,12,57,1023,1,2,3
2017/1/17,12,20,12,60,1021,1,3,5
2017/1/17,13,19,13,68,1020,7,2,3
2017/1/17,14,21,14,58,1020,14,1,3
2017/1/17,15,19,14,73,1019,14,5,3
2017/1/17,16,19,14,73,1019,17,4,0
2017/1/17,17,19,14,63,1020,16,1,8
2017/1/17,18,18,14,77,1020,14,4,3
2017/1/17,19,18,14,77,1021,14,4,3
2017/1/17,20,18,14,68,1022,1,1,3
2017/1/17,21,17,13,77,1022,14,5,3
2017/1/17,22,16,13,82,1023,14,3,3
2017/1/17,23,18,15,78,1023,0,0,2
2017/1/18,0,17,13,77,1022,1,2,3
2017/1/18,1,17,13,77,1022,0,0,3
2017/1/18,2,18,15,80,1022,15,1,2
2017/1/18,3,17,14,82,1021,4,4,3
2017/1/18,4,17,14,82,1021,4,3,3
2017/1/18,5,18,15,81,1021,2,1,2
2017/1/18,6,17,14,82,1021,4,3,3
2017/1/18,7,17,14,82,1021,3,2,3
2017/1/18,8,18,16,84,1022,2,1,8
2017/1/18,9,18,14,77,1023,3,2,3
2017/1/18,10,19,14,73,1023,15,3,3
2017/1/18,11,20,16,73,1023,2,1,8
2017/1/18,12,20,15,73,1022,14,3,0
2017/1/18,13,20,15,73,1021,4,4,0
2017/1/18,14,20,16,74,1020,0,0,8
2017/1/18,15,21,15,68,1019,5,2,3
2017/1/18,16,21,15,68,1019,2,3,8
2017/1/18,17,20,17,79,1020,15,1,8
2017/1/18,18,20,16,78,1020,1,2,8
2017/1/18,19,20,16,78,1020,2,2,8
2017/1/18,20,19,17,90,1021,3,1,10
2017/1/18,21,20,16,78,1021,6,1,10
2017/1/18,22,18,17,94,1021,3,3,10
2017/1/18,23,18,17,89,1021,3,1,2
2017/1/19,0,19,16,83,1021,15,2,3
2017/1/19,1,19,16,83,1021,3,3,3
2017/1/19,2,18,17,92,1021,4,1,2
2017/1/19,3,18,16,88,1020,1,2,3
2017/1/19,4,18,16,88,1020,2,2,10
2017/1/19,5,18,17,95,1020,15,1,1
2017/1/19,6,18,17,94,1020,1,2,3
2017/1/19,7,18,16,88,1020,3,2,10
2017/1/19,8,18,18,93,1022,0,0,1
2017/1/19,9,19,17,88,1022,15,3,8
2017/1/19,10,20,17,83,1022,15,3,3
2017/1/19,11,22,18,71,1022,5,2,3
2017/1/19,12,20,16,78,1021,4,4,3
2017/1/19,13,21,17,78,1020,14,5,3
2017/1/19,14,23,19,71,1019,17,1,3
2017/1/19,15,21,17,78,1018,14,5,3
2017/1/19,16,21,17,78,1018,14,6,6
2017/1/19,17,22,18,72,1018,5,1,1
2017/1/19,18,20,17,83,1018,14,5,1
2017/1/19,19,20,16,78,1019,4,4,3
2017/1/19,20,20,18,78,1020,14,1,1
2017/1/19,21,18,14,77,1020,4,5,3
2017/1/19,22,18,14,77,1021,4,5,3
2017/1/19,23,19,16,80,1021,4,2,2
2017/1/20,0,18,14,77,1021,4,6,3
2017/1/20,1,17,13,77,1021,4,6,3
2017/1/20,2,18,15,79,1022,14,2,2
2017/1/20,3,17,12,72,1022,15,6,3
2017/1/20,4,16,11,72,1022,3,8,3
2017/1/20,5,16,12,70,1022,4,3,2
2017/1/20,6,15,9,67,1023,3,6,3
2017/1/20,7,14,9,72,1024,15,5,3
2017/1/20,8,14,9,63,1025,15,4,3
2017/1/20,9,15,8,63,1025,3,7,3
2017/1/20,10,16,8,59,1026,3,7,3
2017/1/20,11,17,9,49,1025,15,4,2
2017/1/20,12,19,8,49,1024,3,5,5
2017/1/20,13,19,8,49,1023,15,5,5
2017/1/20,14,20,9,36,1021,15,4,2
2017/1/20,15,20,8,46,1021,15,5,5
2017/1/20,16,19,8,49,1021,15,6,5
2017/1/20,17,19,9,40,1021,15,4,2
2017/1/20,18,18,8,52,1022,1,6,5
2017/1/20,19,17,7,52,1022,1,7,5
2017/1/20,20,16,8,50,1023,15,6,2
2017/1/20,21,15,7,59,1024,1,7,5
2017/1/20,22,14,6,59,1024,1,6,5
2017/1/20,23,14,7,56,1025,15,4,2
2017/1/21,0,14,5,55,1025,1,7,3
2017/1/21,1,14,5,55,1025,1,5,3
2017/1/21,2,13,6,52,1026,15,4,2
2017/1/21,3,14,5,55,1026,1,6,3
2017/1/21,4,14,6,59,1026,3,6,3
2017/1/21,5,13,6,52,1026,15,4,2
2017/1/21,6,13,5,58,1026,3,5,3
2017/1/21,7,13,5,58,1026,3,5,3
2017/1/21,8,13,6,54,1027,4,2,3
2017/1/21,9,14,5,55,1027,1,5,5
2017/1/21,10,15,5,51,1028,1,3,5
2017/1/21,11,17,7,40,1027,16,2,4
2017/1/21,12,18,5,42,1026,15,4,7
2017/1/21,13,18,8,52,1025,14,5,7
2017/1/21,14,20,10,41,1024,13,1,2
2017/1/21,15,19,9,52,1023,17,6,7
2017/1/21,16,20,7,43,1023,15,4,7
2017/1/21,17,19,9,41,1024,4,2,2
2017/1/21,18,18,7,49,1024,15,4,5
2017/1/21,19,17,7,52,1024,4,4,5
2017/1/21,20,16,9,49,1026,14,2,2
2017/1/21,21,16,5,48,1026,15,5,5
2017/1/21,22,16,6,52,1026,4,4,5
2017/1/21,23,15,8,53,1027,14,1,2
2017/1/22,0,15,6,55,1026,3,4,7
2017/1/22,1,15,6,55,1027,3,4,7
2017/1/22,2,14,3,34,1027,15,3,2
2017/1/22,3,14,4,51,1027,3,5,5
2017/1/22,4,14,1,41,1027,3,5,5
2017/1/22,5,13,-1,27,1027,15,3,2
2017/1/22,6,13,-2,36,1027,1,5,5
2017/1/22,7,12,-1,41,1028,1,3,5
2017/1/22,8,12,0,31,1028,4,3,2
2017/1/22,9,14,-1,36,1029,1,6,5
2017/1/22,10,15,0,36,1029,1,6,5
2017/1/22,11,16,2,28,1029,15,2,2
2017/1/22,12,18,1,32,1027,1,4,5
2017/1/22,13,19,1,30,1026,3,4,5
2017/1/22,14,20,6,29,1025,17,1,2
2017/1/22,15,20,4,35,1024,14,6,5
2017/1/22,16,19,5,40,1023,17,5,5
2017/1/22,17,20,6,29,1024,11,2,2
2017/1/22,18,18,7,49,1024,14,5,5
2017/1/22,19,16,4,45,1024,4,3,5
2017/1/22,20,16,7,45,1025,4,1,2
2017/1/22,21,15,6,55,1025,16,2,5
2017/1/22,22,15,5,51,1025,13,2,5
2017/1/22,23,15,9,59,1026,15,1,2
2017/1/23,0,15,6,55,1026,16,2,5
2017/1/23,1,15,8,63,1026,16,2,5
2017/1/23,2,14,10,73,1026,4,1,2
2017/1/23,3,14,7,63,1026,2,3,5
2017/1/23,4,13,8,72,1026,1,3,5
2017/1/23,5,14,11,78,1026,4,2,2
2017/1/23,6,13,5,58,1026,3,4,5
2017/1/23,7,13,4,54,1026,1,4,5
2017/1/23,8,13,6,54,1028,15,1,4
2017/1/23,9,15,4,48,1028,2,4,5
2017/1/23,10,16,3,42,1028,2,4,5
2017/1/23,11,18,4,28,1028,5,2,4
2017/1/23,12,20,5,37,1027,6,3,5
2017/1/23,13,19,6,43,1025,8,4,5
2017/1/23,14,20,5,25,1024,2,1,3
2017/1/23,15,20,7,43,1023,7,5,5
2017/1/23,16,20,8,46,1023,7,4,5
2017/1/23,17,20,9,41,1024,11,2,4
2017/1/23,18,18,10,59,1023,10,4,5
2017/1/23,19,17,11,68,1024,11,3,5
2017/1/23,20,16,10,59,1025,1,1,4
2017/1/23,21,16,10,68,1025,16,5,6
2017/1/23,22,16,10,68,1025,16,4,6
2017/1/23,23,15,12,70,1026,1,2,2
2017/1/24,0,15,11,77,1025,16,4,6
2017/1/24,1,15,11,77,1025,16,3,6
2017/1/24,2,15,12,70,1025,2,2,2
2017/1/24,3,15,10,72,1025,2,2,6
2017/1/24,4,15,10,72,1025,1,3,5
2017/1/24,5,15,10,64,1025,4,2,2
2017/1/24,6,15,10,72,1025,2,3,5
2017/1/24,7,15,9,67,1025,1,3,5
2017/1/24,8,15,11,70,1026,0,0,3
2017/1/24,9,16,9,63,1026,1,3,5
2017/1/24,10,17,9,59,1027,1,4,5
2017/1/24,11,18,11,54,1027,5,1,3
2017/1/24,12,20,9,49,1026,6,3,5
2017/1/24,13,21,9,46,1024,1,3,5
2017/1/24,14,22,10,38,1024,11,1,3
2017/1/24,15,22,9,43,1023,15,3,5
2017/1/24,16,20,11,56,1023,17,4,5
2017/1/24,17,20,12,50,1024,13,2,6
2017/1/24,18,19,11,60,1023,11,4,5
2017/1/24,19,18,13,73,1024,11,5,5
2017/1/24,20,17,12,67,1025,3,1,3
2017/1/24,21,17,11,68,1025,16,4,5
2017/1/24,22,16,11,72,1026,12,2,5
2017/1/24,23,16,13,71,1027,1,3,2
2017/1/25,0,17,11,68,1027,6,2,5
2017/1/25,1,17,11,68,1027,1,2,5
2017/1/25,2,16,12,72,1026,2,1,2
2017/1/25,3,16,11,72,1026,16,2,5
2017/1/25,4,16,11,72,1026,5,2,5
2017/1/25,5,16,12,74,1026,1,1,2
2017/1/25,6,15,11,77,1026,1,1,5
2017/1/25,7,15,11,77,1026,1,1,5
2017/1/25,8,15,13,82,1027,4,1,4
2017/1/25,9,17,11,68,1027,2,2,5
2017/1/25,10,19,11,60,1027,1,2,5
2017/1/25,11,20,11,44,1027,15,3,2
2017/1/25,12,20,12,60,1026,17,3,5
2017/1/25,13,23,11,47,1024,15,5,5
2017/1/25,14,22,11,38,1024,15,3,2
2017/1/25,15,24,10,41,1023,15,5,5
2017/1/25,16,23,12,50,1023,14,3,5
2017/1/25,17,20,15,67,1024,11,3,2
2017/1/25,18,19,15,78,1023,11,5,5
2017/1/25,19,18,14,77,1024,12,3,5
2017/1/25,20,17,13,68,1025,5,2,2
2017/1/25,21,18,14,77,1025,13,3,5
2017/1/25,22,18,13,73,1025,16,3,5
2017/1/25,23,16,14,85,1026,15,1,2
2017/1/26,0,17,12,72,1025,16,2,5
2017/1/26,1,16,12,77,1025,13,3,5
2017/1/26,2,15,14,88,1025,15,1,2
2017/1/26,3,15,12,82,1024,1,2,5
2017/1/26,4,15,12,82,1024,1,2,5
2017/1/26,5,14,13,86,1025,0,0,2
2017/1/26,6,15,8,63,1025,1,3,5
2017/1/26,7,14,7,63,1026,1,3,5
2017/1/26,8,14,7,55,1027,3,1,2
2017/1/26,9,16,7,55,1027,1,4,5
2017/1/26,10,17,6,48,1027,2,3,5
2017/1/26,11,18,7,36,1027,2,2,2
2017/1/26,12,21,6,38,1025,1,2,5
2017/1/26,13,21,8,43,1024,6,3,5
2017/1/26,14,21,9,34,1023,17,2,2
2017/1/26,15,21,8,43,1022,14,4,5
2017/1/26,16,20,9,49,1021,17,5,5
2017/1/26,17,18,10,47,1022,11,4,2
2017/1/26,18,18,11,64,1021,11,6,5
2017/1/26,19,17,12,72,1022,11,5,7
2017/1/26,20,16,11,69,1023,2,2,2
2017/1/26,21,16,11,72,1023,16,4,5
2017/1/26,22,15,10,72,1023,16,4,5
2017/1/26,23,15,12,76,1024,1,2,2
2017/1/27,0,15,11,77,1024,16,3,5
2017/1/27,1,15,10,72,1023,16,3,5
2017/1/27,2,15,12,79,1024,5,1,2
2017/1/27,3,14,11,82,1024,6,1,5
2017/1/27,4,13,11,88,1024,3,2,5
2017/1/27,5,14,12,87,1024,15,1,2
2017/1/27,6,14,11,82,1025,2,3,5
2017/1/27,7,13,11,88,1025,2,3,5
2017/1/27,8,13,11,81,1026,0,0,2
2017/1/27,9,16,10,68,1025,2,3,5
2017/1/27,10,18,10,59,1025,3,4,5
2017/1/27,11,19,8,36,1025,3,1,2
2017/1/27,12,20,9,49,1024,6,3,5
2017/1/27,13,22,8,41,1022,1,3,5
2017/1/27,14,22,4,20,1021,14,1,2
2017/1/27,15,24,3,25,1020,3,3,5
2017/1/27,16,24,3,25,1019,1,4,5
2017/1/27,17,22,10,38,1020,12,2,2
2017/1/27,18,21,3,31,1020,6,1,5
2017/1/27,19,19,4,37,1020,16,2,5
2017/1/27,20,17,12,65,1021,12,2,2
2017/1/27,21,16,13,82,1021,12,4,5
2017/1/27,22,16,10,68,1021,12,3,5
2017/1/27,23,16,11,68,1021,15,2,2
2017/1/28,0,15,10,72,1021,13,3,5
2017/1/28,1,15,10,72,1020,0,0,5
2017/1/28,2,15,14,86,1020,15,1,2
2017/1/28,3,14,10,77,1020,16,1,5
2017/1/28,4,15,11,77,1019,0,0,5
2017/1/28,5,15,13,80,1019,1,1,2
2017/1/28,6,15,11,77,1019,0,0,5
2017/1/28,7,15,11,77,1019,5,3,5
2017/1/28,8,16,12,71,1020,2,2,3
2017/1/28,9,17,12,72,1020,0,0,3
2017/1/28,10,19,12,64,1020,6,2,5
2017/1/28,11,20,12,50,1020,15,2,6
2017/1/28,12,19,13,68,1019,7,3,3
2017/1/28,13,21,13,60,1018,17,3,5
2017/1/28,14,19,12,53,1018,1,1,10
2017/1/28,15,19,13,68,1016,10,3,3
2017/1/28,16,19,13,68,1016,12,4,8
2017/1/28,17,16,15,96,1017,4,1,10
2017/1/28,18,16,15,94,1016,1,2,10
2017/1/28,19,17,15,88,1017,5,2,8
2017/1/28,20,17,15,84,1017,4,2,5
2017/1/28,21,17,14,82,1017,2,3,8
2017/1/28,22,17,13,77,1017,5,2,8
2017/1/28,23,17,14,77,1017,15,2,2
2017/1/29,0,17,14,82,1016,6,1,4
2017/1/29,1,17,14,82,1016,3,2,6
2017/1/29,2,18,15,81,1016,3,1,2
2017/1/29,3,17,14,82,1015,3,3,6
2017/1/29,4,17,14,82,1015,1,3,7
2017/1/29,5,18,16,84,1015,15,2,2
2017/1/29,6,18,14,77,1015,3,3,7
2017/1/29,7,18,14,77,1016,3,3,7
2017/1/29,8,19,17,86,1017,5,1,8
2017/1/29,9,18,14,77,1017,1,5,3
2017/1/29,10,19,15,78,1018,3,4,4
2017/1/29,11,21,18,80,1018,15,1,8
2017/1/29,12,22,16,69,1017,3,2,5
2017/1/29,13,21,17,78,1016,14,3,6
2017/1/29,14,22,18,73,1016,12,1,8
2017/1/29,15,19,18,94,1015,17,2,9
2017/1/29,16,20,18,88,1015,17,2,3
2017/1/29,17,20,19,93,1016,10,1,1
2017/1/29,18,19,17,88,1016,0,0,4
2017/1/29,19,19,17,88,1016,14,3,3
2017/1/29,20,19,19,95,1017,15,1,5
2017/1/29,21,19,17,88,1017,4,1,3
2017/1/29,22,19,17,88,1017,0,0,3
2017/1/29,23,20,19,97,1018,5,1,2
2017/1/30,0,19,17,88,1018,3,2,3
2017/1/30,1,19,17,88,1018,0,0,10
2017/1/30,2,19,19,96,1017,0,0,1
2017/1/30,3,19,18,94,1017,14,3,3
2017/1/30,4,19,18,94,1017,4,1,3
2017/1/30,5,19,19,97,1017,0,0,1
2017/1/30,6,18,17,94,1017,14,3,4
2017/1/30,7,19,18,94,1018,15,2,3
2017/1/30,8,19,19,98,1018,15,2,1
2017/1/30,9,20,18,88,1019,3,2,3
2017/1/30,10,21,18,83,1020,3,3,3
2017/1/30,11,21,19,85,1020,15,2,1
2017/1/30,12,23,19,78,1019,17,4,3
2017/1/30,13,22,18,78,1018,14,5,3
2017/1/30,14,24,20,69,1017,12,2,3
2017/1/30,15,23,16,65,1016,15,6,3
2017/1/30,16,24,15,57,1016,3,6,6
2017/1/30,17,20,18,79,1018,14,1,5
2017/1/30,18,22,15,64,1018,1,5,3
2017/1/30,19,22,15,64,1018,1,5,3
2017/1/30,20,20,15,68,1019,15,2,10
2017/1/30,21,19,15,78,1019,1,2,10
2017/1/30,22,18,16,88,1019,15,2,10
2017/1/30,23,17,16,95,1020,5,2,2
2017/1/31,0,18,15,83,1019,2,3,8
2017/1/31,1,18,15,83,1019,2,4,8
2017/1/31,2,16,16,94,1020,2,1,2
2017/1/31,3,16,13,82,1019,2,5,8
2017/1/31,4,16,12,77,1019,1,5,8
2017/1/31,5,16,14,85,1020,15,2,2
2017/1/31,6,16,11,72,1019,1,4,8
2017/1/31,7,16,11,72,1020,1,4,8
2017/1/31,8,15,13,84,1021,4,2,8
2017/1/31,9,16,11,72,1022,1,5,8
2017/1/31,10,16,11,72,1023,3,4,8
2017/1/31,11,15,13,78,1022,15,3,8
2017/1/31,12,17,11,68,1021,1,5,8
2017/1/31,13,18,11,64,1020,3,5,8
2017/1/31,14,18,13,66,1019,4,2,3
2017/1/31,15,18,11,64,1019,15,4,8
2017/1/31,16,18,11,64,1018,1,4,8
2017/1/31,17,18,13,65,1019,4,1,3
2017/1/31,18,18,10,59,1019,1,5,5
2017/1/31,19,17,11,68,1020,3,3,5
2017/1/31,20,17,12,63,1020,4,1,3
2017/1/31,21,17,11,68,1021,3,3,5
2017/1/31,22,17,11,68,1021,1,4,5
2017/1/31,23,16,12,67,1021,4,2,2
2017/2/1,0,16,11,72,1021,3,2,5
2017/2/1,1,16,11,72,1021,3,2,5
2017/2/1,2,16,12,69,1021,3,1,2
2017/2/1,3,16,11,72,1021,15,2,5
2017/2/1,4,16,11,72,1020,15,4,3
2017/2/1,5,16,12,68,1021,4,2,2
2017/2/1,6,16,10,68,1021,15,3,3
2017/2/1,7,16,10,68,1021,1,4,5
2017/2/1,8,16,12,69,1022,3,1,3
2017/2/1,9,17,11,68,1023,1,3,3
2017/2/1,10,19,11,60,1023,3,3,5
2017/2/1,11,19,13,58,1023,3,2,3
2017/2/1,12,22,12,53,1022,3,4,5
2017/2/1,13,23,12,50,1021,3,4,5
2017/2/1,14,22,14,49,1020,14,2,3
2017/2/1,15,24,12,47,1019,15,5,5
2017/2/1,16,23,13,53,1019,4,4,5
2017/2/1,17,24,13,50,1020,3,5,5
