direction							
1	5349							
1	4908							
1	5940							
1	5585							
1	5542							
1	5558							
1	5465							
1	4667							
1	4356							
1	3488							
1	2795							
2	1831							
2	2391							
2	2421							
2	2250							
2	2365							
2	2260							
2	2277							
2	3172							
2	2405							
2	3214							
2	2391							
2	2597							
2	2531							
2	2351							
2	2291							
2	2946							
2	2348							
2	2425							
2	2565							
2	2517							
2	2472							
2	2461							
2	2414							
2	2592							
2	2603							
2	2701							
2	2864							
2	2607							
2	2630							
2	2666							
2	3046							
2	2615							
2	2457							
2	2455							
2	3053							
2	2573							
2	2636							
2	2574							
2	2632							
2	2421							
2	2406							
2	2546							
2	2316							
2	2466							
2	2510							
2	2444							
2	2633							
2	2453							
2	2498							
2	2482							
2	2453							
2	2948							
2	2579							
2	2631							
2	3005							
2	2693							
2	2828							
2	3007							
2	2820							
2	3026							
2	2877							
2	2687							
2	2808							
2	2885							
2	2699							
2	2512							
2	2915							
2	3802							
2	3080							
2	3066							
2	2553							
2	3216							
2	2934							
2	2628							
2	2421							
2	2762							
2	2674							
2	2726							
2	3341							
2	2778							
2	2759							
2	2865							
2	2931							
2	2692							
2	2797							
2	2761							
2	2930							
2	2715							
2	2836							
2	2700							
2	2750							
2	3030							
2	3060							
2	2600							
2	2601							
2	2971							
2	2788							
2	2862							
2	2573							
2	2524							
2	2591							
2	2580							
2	2495							
2	2541							
2	2555							
2	2850							
2	2361							
2	2512							
2	2391							
2	2377							
2	2567							
2	2383							
2	2378							
2	2396							
2	2444							
2	2752							
2	2810							
2	3058							
2	2449							
2	2395							
2	2361							
2	2152							
2	2362							
2	2363							
2	2543							
2	2237							
2	2461							
2	2413							
2	2442							
2	2315							
2	2403							
2	2768							
2	2459							
2	2266							
2	2346							
2	2350							
2	2510							
2	2436							
2	2476							
2	2781							
2	2530							
2	2542							
2	2446							
2	2542							
2	2797							
2	2598							
2	3369							
2	2947							
2	2468							
2	2484							
2	2400							
2	2771							
2	2589							
2	2789							
2	2548							
2	2490							
2	2716							
2	2451							
2	2510							
2	2476							
2	2449							
2	2358							
2	2389							
2	2590							
2	2451							
2	2796							
2	2695							
2	2601							
2	2392							
2	2486							
2	2452							
2	2510							
2	2722							
2	3080							
2	2598							
2	2589							
2	2582							
2	2577							
2	2420							
2	2644							
2	2624							
2	2432							
2	3357							
2	2473							
2	3290							
2	2541							
2	2580							
2	2716							
2	2483							
2	2385							
2	2428							
2	2342							
2	2448							
2	2558							
2	2582							
2	2509							
2	2391							
2	2534							
2	2483							
2	2524							
2	2381							
2	2663							
2	2505							
2	2570							
2	2540							
2	2556							
2	2482							
2	2454							
2	2653							
2	2561							
2	2686							
2	2676							
2	2885							
2	2888							
2	2661							
2	2672							
2	3037							
2	2880							
2	2734							
2	2754							
2	2548							
2	2518							
2	2743							
2	2843							
2	2430							
2	2585							
2	2570							
2	2649							
2	2661							
2	2809							
2	2489							
2	2956							
2	2430							
2	2805							
2	2566							
2	3215							
2	2847							
2	2586							
2	2725							
2	2600							
2	2699							
2	2598							
2	2854							
2	2554							
2	2642							
2	2679							
2	2771							
2	2390							
2	2397							
2	2484							
2	2552							
2	2725							
2	3057							
2	3332							
2	2772							
2	3092							
2	2893							
2	2788							
2	2905							
2	2960							
2	3034							
2	2939							
2	2972							
2	2585							
2	2812							
2	2573							
2	2444							
2	2511							
2	2516							
2	2632							
2	2399							
2	3375							
2	2746							
2	2960							
2	2690							
2	2552							
2	2332							
2	3148							
2	2315							
2	2326							
2	2617							
2	2426							
2	2575							
2	2391							
2	2572							
2	2382							
2	2572							
2	2423							
2	3293							
2	2360							
2	2120							
2	2480							
2	2377							
2	2418							
2	2383							
2	2368							
2	2407							
2	2409							
2	2256							
2	2416							
2	2365							
2	2319							
2	2243							
2	2411							
2	2362							
2	2575							
2	2363							
2	2432							
2	2401							
2	2357							
2	3232							
2	2369							
2	2421							
2	2448							
2	2419							
2	2382							
2	2426							
2	2555							
2	2465							
2	2445							
2	2393							
2	2441							
2	2387							
2	3110							
2	2419							
2	2554							
2	2460							
2	2395							
2	2704							
2	2363							
2	2390							
2	2501							
2	2543							
2	2693							
2	2670							
2	3428							
2	2502							
2	2499							
2	2466							
2	2871							
2	2515							
2	2570							
2	2596							
2	2394							
2	2448							
2	2612							
2	2466							
2	2634							
2	2434							
2	2633							
2	2503							
2	2364							
2	2441							
2	2387							
2	2446							
2	2504							
2	2402							
2	2556							
2	2970							
2	2680							
2	2404							
2	2660							
2	2488							
2	2647							
2	2364							
2	2548							
2	2663							
2	2510							
2	2360							
2	2493							
2	2439							
2	2433							
2	2513							
2	3071							
2	2750							
2	2630							
2	2693							
2	2813							
2	2681							
2	2606							
2	2731							
2	2733							
2	2630							
2	2822							
2	2707							
2	2864							
2	2753							
2	2707							
2	2842							
2	2901							
2	2869							
2	2561							
2	2805							
2	2808							
2	2714							
2	2631							
2	2570							
2	2490							
2	2692							
2	2468							
2	2678							
2	2481							
2	2724							
2	2522							
2	2570							
2	2891							
2	2574							
2	2451							
2	2482							
2	2642							
2	2567							
2	2407							
2	2546							
2	2600							
2	2454							
2	2466							
2	2504							
2	2933							
2	2721							
2	2706							
2	2729							
2	2770							
2	2423							
2	2606							
2	2789							
2	2467							
2	2689							
2	2682							
2	2654							
2	2522							
2	2675							
2	2630							
2	2724							
2	2361							
2	2385							
2	2328							
2	2561							
2	2603							
2	2633							
2	2513							
2	2708							
2	2688							
2	2532							
2	2812							
2	2843							
2	2647							
2	2312							
2	2453							
2	4334							
2	2408							
2	2307							
2	2796							
2	2280							
2	3216							
2	2554							
2	2350							
2	2362							
2	2412							
2	2493							
2	2453							
2	2289							
2	2430							
2	2289							
2	2404							
2	2374							
2	2394							
2	2514							
2	2466							
2	2472							
2	2420							
2	2491							
2	2481							
2	2458							
2	2386							
2	2783							
2	2496							
2	2605							
2	2390							
2	2450							
2	2538							
2	2198							
2	2671							
2	2652							
2	2511							
2	2970							
2	2592							
2	2454							
2	2582							
2	2416							
2	2355							
2	3142							
2	2467							
2	2620							
2	2474							
2	2572							
2	2536							
2	2591							
2	2580							
2	2407							
2	3076							
2	2648							
2	2391							
2	2745							
2	3440							
2	2707							
2	2741							
2	2661							
2	2586							
2	2698							
2	2474							
2	2530							
2	2570							
2	2435							
2	2673							
2	2645							
2	2680							
2	2562							
2	2470							
2	2431							
2	2598							
2	2499							
2	2441							
2	2414							
2	2542							
2	2637							
2	2739							
2	2632							
2	2730							
2	2557							
2	2423							
2	2511							
2	2422							
2	2402							
2	2385							
2	2372							
2	2747							
2	2482							
2	2545							
2	2355							
2	2506							
2	2425							
2	2508							
2	2462							
2	2357							
2	2378							
2	2750							
2	2407							
2	2359							
2	2343							
2	2513							
2	2433							
2	2620							
2	2374							
2	2484							
2	3407							
2	2429							
2	2396							
2	2571							
2	2463							
2	2472							
2	2412							
2	2606							
2	2444							
2	2356							
2	2362							
2	2465							
2	2390							
2	2465							
2	2384							
2	2393							
2	2544							
2	2401							
2	2389							
2	2429							
2	2369							
2	2963							
2	2512							
2	2739							
2	2662							
2	2583							
2	3085							
2	2464							
2	2450							
2	2464							
2	2620							
2	2336							
2	2407							
2	5069							
2	2464							
2	2405							
2	2551							
2	2618							
2	2471							
2	2452							
2	3038							
2	2634							
2	2512							
2	2468							
2	2439							
2	2497							
2	3064							
2	2316							
2	2342							
2	2924							
2	2723							
2	3322							
2	2363							
2	2586							
2	2515							
2	2641							
2	2565							
2	2816							
2	2694							
2	2641							
2	2872							
2	2874							
2	2587							
2	2543							
2	3022							
2	2958							
2	2638							
2	3136							
2	2918							
2	3088							
2	3230							
2	3053							
2	3236							
2	3017							
2	2898							
2	2659							
2	2528							
2	2684							
2	2457							
2	2930							
2	3112							
2	3293							
2	2844							
2	3030							
2	2863							
2	3043							
2	3114							
2	3089							
2	2992							
2	3062							
2	3137							
2	3043							
2	3186							
2	2947							
2	2706							
2	2840							
2	3292							
2	3035							
2	2600							
2	3146							
2	2756							
2	2725							
2	2607							
2	2860							
2	3144							
2	3082							
2	2815							
2	2761							
2	3129							
2	2761							
2	2867							
2	2688							
2	2541							
2	2658							
2	2458							
2	2389							
2	2411							
2	2639							
2	2529							
2	2624							
2	2573							
2	2599							
2	2470							
2	2603							
2	2446							
2	2601							
2	2445							
2	2667							
2	2421							
2	2350							
2	2420							
2	2443							
2	2291							
2	2461							
2	2439							
2	2630							
2	3380							
2	2491							
2	2361							
2	2415							
2	2936							
2	2450							
2	2542							
2	2452							
2	2387							
2	2422							
2	2359							
2	2367							
2	2433							
2	2394							
2	2628							
2	2567							
2	2372							
2	2422							
2	2495							
2	2132							
2	2550							
2	3147							
2	2392							
2	2379							
2	2418							
2	2395							
2	2489							
2	2395							
2	2477							
2	2410							
2	2370							
2	2413							
2	2367							
2	2257							
2	2438							
2	2421							
2	2369							
2	2122							
2	2601							
2	2573							
2	2339							
2	3253							
2	2276							
2	2455							
2	2203							
2	2423							
2	2508							
2	2381							
2	2468							
2	2399							
2	2839							
2	2484							
2	2488							
2	3081							
2	2973							
2	2543							
2	2323							
2	3112							
2	2528							
2	2422							
2	2552							
2	2390							
2	2428							
2	2547							
2	2371							
2	2466							
2	2522							
2	2421							
2	2349							
2	2397							
2	2506							
2	2684							
2	2435							
2	2485							
2	2512							
2	2435							
2	2320							
2	2478							
2	2511							
2	2387							
2	2453							
2	2479							
2	2402							
2	2394							
2	2367							
2	2345							
2	2361							
2	2545							
2	2472							
2	2577							
2	2709							
2	2551							
2	2801							
2	2957							
2	2760							
2	2582							
2	2934							
2	2675							
2	2519							
2	2974							
2	2780							
2	2602							
2	2457							
2	3082							
2	2902							
2	2931							
2	2916							
2	3438							
2	2674							
2	2617							
2	2758							
2	2807							
2	2572							
2	2807							
2	2926							
2	2649							
2	2441							
2	2322							
2	2568							
2	2534							
2	2369							
2	2444							
2	2395							
2	2831							
2	2790							
2	2584							
2	2636							
2	2811							
2	2631							
2	2608							
2	2451							
2	2640							
2	2907							
2	2860							
2	2654							
2	3219							
2	3072							
2	2930							
2	2904							
2	3073							
2	3116							
2	2896							
2	2740							
2	2779							
2	2631							
2	2874							
2	2571							
2	2362							
2	2447							
2	2310							
2	2577							
2	2551							
2	2488							
2	2429							
2	2544							
2	2564							
2	2557							
2	2394							
2	2270							
2	2384							
2	2743							
2	2546							
2	2572							
2	2574							
2	2482							
2	2348							
2	2597							
2	2393							
2	2542							
2	3252							
2	2379							
2	2483							
2	2355							
2	2456							
2	2434							
2	2377							
2	3214							
2	2418							
2	2470							
2	2370							
2	2619							
2	2758							
2	2492							
2	2725							
2	2598							
2	2604							
2	2712							
2	2814							
2	2752							
2	2661							
2	2485							
2	2467							
2	2752							
2	2600							
2	2663							
2	2640							
2	2377							
2	2770							
2	2651							
2	2341							
2	3197							
2	2805							
2	2364							
2	2347							
2	2512							
2	2439							
2	2461							
2	2462							
2	2431							
2	2509							
2	2276							
2	2976							
2	2422							
2	2479							
2	2436							
2	2517							
2	2363							
2	2459							
2	2349							
2	2594							
2	2320							
2	2354							
2	2335							
2	2322							
2	2348							
2	2963							
2	3021							
2	2369							
2	2322							
2	2302							
2	2423							
2	2439							
2	2338							
2	2651							
2	2657							
2	2457							
2	2385							
2	2768							
2	2534							
2	2481							
2	2431							
2	2364							
2	2594							
2	2392							
2	2472							
2	2505							
2	2611							
2	2570							
2	2447							
2	2659							
2	2573							
2	2410							
2	2702							
2	2520							
2	2603							
2	2592							
2	2722							
2	2631							
2	2816							
2	2723							
2	2506							
2	2440							
2	2630							
2	2795							
2	2770							
2	2641							
2	2656							
2	2604							
2	2469							
2	2749							
2	2841							
2	2478							
2	2530							
2	2710							
2	2579							
2	2521							
2	2766							
2	2566							
2	2696							
2	2754							
2	4101							
2	2830							
2	3224							
2	3052							
2	3004							
2	2885							
2	2967							
2	3081							
2	2689							
2	2662							
2	2833							
2	3023							
2	3020							
2	3548							
2	2737							
2	2502							
2	2588							
2	2720							
2	2589							
2	2392							
2	2550							
2	2402							
2	2734							
2	2508							
2	2548							
2	3167							
2	2641							
2	2429							
2	2375							
2	2400							
2	2392							
2	2371							
2	2388							
2	2444							
2	2403							
2	2450							
2	2493							
2	2292							
2	2195							
2	2390							
2	2365							
2	2374							
2	2387							
2	2393							
2	2422							
2	2336							
2	2457							
2	2569							
2	2346							
2	2559							
2	2389							
2	2449							
2	2310							
2	2374							
2	2430							
2	2429							
2	2398							
2	2335							
2	2277							
2	2446							
2	3080							
2	2454							
2	2430							
2	2412							
2	2339							
2	2360							
2	2395							
2	2428							
2	2556							
2	2408							
2	2373							
2	2452							
2	2382							
2	2369							
2	2401							
2	2441							
2	2566							
2	2422							
2	2439							
2	2425							
2	2284							
2	2379							
2	2472							
2	2518							
2	2377							
2	2571							
2	2394							
2	2336							
2	2269							
2	2326							
2	2473							
2	2579							
2	2426							
2	2408							
2	2466							
2	2470							
2	2376							
2	2420							
2	2411							
2	2393							
2	2297							
2	2337							
2	2369							
2	2540							
2	2451							
2	2406							
2	2375							
2	2485							
2	2508							
2	2430							
2	2430							
2	2356							
2	2411							
2	2553							
2	2358							
2	2357							
2	2510							
2	2422							
2	2397							
2	2464							
2	2349							
2	2428							
2	2149							
2	2481							
2	2263							
2	2415							
2	2373							
2	3086							
2	2334							
2	2414							
2	2409							
2	2462							
2	2423							
2	2424							
2	2389							
2	2358							
2	2386							
2	2371							
2	2547							
2	2394							
2	2450							
2	2452							
2	2345							
2	2450							
2	2260							
2	2373							
2	2395							
2	2298							
2	2446							
2	2374							
2	3146							
2	2405							
2	2435							
2	2358							
2	2448							
2	2322							
2	2566							
2	2217							
2	2339							
2	2439							
2	2391							
2	2456							
2	2391							
2	2458							
2	2348							
2	2352							
2	2464							
2	2355							
2	2425							
2	2375							
2	3290							
2	2515							
2	2334							
2	2465							
2	2338							
2	2399							
2	2358							
2	2362							
2	2332							
2	2385							
2	2386							
2	2299							
2	2325							
2	2387							
2	2410							
2	2442							
2	2444							
2	2367							
2	2375							
2	2378							
2	2395							
2	2380							
2	2331							
2	2407							
2	2354							
2	2408							
2	2342							
2	2431							
2	2293							
2	2509							
2	2422							
2	2435							
2	2514							
2	2499							
2	2419							
2	2424							
2	2377							
2	2288							
2	2364							
2	2382							
2	2496							
2	2362							
2	2389							
2	2347							
2	2395							
2	2610							
2	2342							
2	2273							
2	2422							
2	2478							
2	2385							
2	2492							
2	2574							
2	2724							
2	2710							
2	3174							
2	2749							
2	2567							
2	2755							
2	2603							
2	2692							
2	2674							
2	2662							
2	2686							
2	2586							
2	2613							
2	2726							
2	2668							
2	2705							
2	2463							
2	3140							
2	2678							
2	2670							
2	2761							
2	2573							
2	2752							
2	2770							
2	2612							
2	2649							
2	2687							
2	2514							
2	2425							
2	2421							
2	2861							
2	2401							
2	2368							
2	2497							
2	2575							
2	2481							
2	2389							
2	2543							
2	2301							
2	2335							
2	2443							
2	2454							
2	2453							
2	2508							
2	2806							
2	2337							
2	2377							
2	2398							
2	2466							
2	2536							
2	2480							
2	2451							
2	3147							
2	2445							
2	2475							
2	2497							
2	2438							
2	2337							
2	2333							
2	2438							
2	2462							
2	2353							
2	2469							
2	2597							
2	2513							
2	2449							
2	2423							
2	2391							
2	2335							
2	2411							
2	2573							
2	2839							
2	2452							
2	2425							
2	2399							
2	2475							
2	2525							
2	2413							
2	2454							
2	3024							
2	2420							
2	2433							
2	2445							
2	2365							
2	2455							
2	2421							
2	2418							
2	2607							
2	2723							
2	2692							
2	2484							
2	2678							
2	2486							
2	2435							
2	2374							
2	2365							
2	2450							
2	2388							
2	2525							
2	3039							
2	2541							
2	2816							
2	2464							
2	2874							
2	2477							
2	2482							
2	2390							
2	2493							
2	2533							
2	2515							
2	2478							
2	2729							
2	2450							
2	2499							
2	2550							
2	2772							
2	2589							
2	2637							
2	2663							
2	2390							
2	2641							
2	2400							
2	2647							
2	2508							
2	2464							
2	2660							
2	2477							
2	2615							
2	2454							
2	2682							
2	2542							
2	2458							
2	2594							
2	2693							
2	2496							
2	2487							
2	2576							
2	3138							
2	2622							
2	2572							
2	2843							
2	2581							
2	2893							
2	2784							
2	2573							
2	2541							
2	2444							
2	2374							
2	2541							
2	2341							
2	2500							
2	2512							
2	2404							
2	2355							
2	2510							
2	2498							
2	2414							
2	2413							
2	2432							
2	2421							
2	2397							
2	2064							
2	2534							
2	2493							
2	2420							
2	2550							
2	2483							
2	2492							
2	2438							
2	2372							
2	2272							
2	2337							
2	2391							
2	2566							
2	2385							
2	2366							
2	2446							
2	2455							
2	2660							
2	2694							
2	3596							
2	2364							
2	2322							
2	2631							
2	2400							
2	2399							
2	2348							
2	2340							
2	2373							
2	2270							
2	2381							
2	2543							
2	2376							
2	2400							
2	2310							
2	2430							
2	2530							
2	2423							
2	2541							
2	2380							
2	2377							
2	2418							
2	3284							
2	3098							
2	2444							
2	2397							
2	2408							
2	2376							
2	2392							
2	2426							
2	2398							
2	2267							
2	2410							
2	2527							
2	2325							
2	2572							
2	2448							
2	2319							
2	2419							
2	2731							
2	2384							
2	2410							
2	2455							
2	2516							
2	2419							
2	2321							
2	2354							
2	2409							
2	2349							
2	2697							
2	2493							
2	2373							
2	2354							
2	2562							
2	2513							
2	2457							
2	2441							
2	2470							
2	2327							
2	2327							
2	2393							
2	2406							
2	2438							
2	2422							
2	2333							
2	2434							
2	2365							
2	2676							
2	2496							
2	2429							
2	2410							
2	2372							
2	2483							
2	2482							
2	2404							
2	2485							
2	2515							
2	2426							
2	2502							
2	2419							
2	2362							
2	2440							
2	2466							
2	2500							
2	2457							
2	2591							
2	2330							
2	2404							
2	2468							
2	2545							
2	2420							
2	2427							
2	2511							
2	2336							
2	2418							
2	2545							
2	2504							
2	2454							
2	2377							
2	2377							
2	2506							
2	2648							
2	2435							
2	2423							
2	2777							
2	2513							
2	2733							
2	2568							
2	2412							
2	2768							
2	2545							
2	2454							
2	2448							
2	2434							
2	2485							
2	2568							
2	2376							
2	2692							
2	2392							
2	2821							
2	2428							
2	2365							
2	2685							
2	2657							
2	2424							
2	2351							
2	2524							
2	2608							
2	2412							
2	2412							
2	3112							
2	2540							
2	2607							
2	2423							
2	2363							
2	2563							
2	2411							
2	2573							
2	2483							
2	2690							
2	2512							
2	2622							
2	2625							
2	2648							
2	2457							
2	2549							
2	2509							
2	2392							
2	2407							
2	2467							
2	2481							
2	2454							
2	2691							
2	2476							
2	2480							
2	2432							
2	2332							
2	2542							
2	2450							
2	2508							
2	2391							
2	2408							
2	2509							
2	2421							
2	2446							
2	2333							
2	2398							
2	2721							
2	2313							
2	2885							
2	2406							
2	2412							
2	2145							
2	2426							
2	2337							
2	2358							
2	2362							
2	2345							
2	2401							
2	2392							
2	2340							
2	2379							
2	2430							
2	2335							
2	2297							
2	2542							
2	2370							
2	2329							
2	3051							
2	2363							
2	2294							
2	2333							
2	2377							
2	2287							
2	2373							
2	2581							
2	2335							
2	2415							
2	2416							
2	2532							
2	2301							
2	2352							
2	2391							
2	2473							
2	2547							
2	2424							
2	2280							
2	2348							
2	2420							
2	2554							
2	2680							
2	2515							
2	2407							
2	2301							
2	2499							
2	2759							
2	2327							
2	2469							
2	2482							
2	2335							
2	2479							
2	2466							
2	2411							
2	2477							
2	2394							
2	2418							
2	2480							
2	2537							
2	2653							
2	2447							
2	2433							
2	2496							
2	2443							
2	2304							
2	2456							
2	2370							
2	2329							
2	2445							
2	2650							
2	2430							
2	2363							
2	2957							
2	2937							
2	2782							
2	3079							
2	2761							
2	2839							
2	3135							
2	2892							
2	3080							
2	3009							
2	3027							
2	3061							
2	2782							
2	2708							
2	2674							
2	3430							
2	2696							
2	2660							
2	2744							
2	2911							
2	2640							
2	2846							
2	2755							
2	2590							
2	2688							
2	2761							
2	2830							
2	2680							
2	3598							
2	2728							
2	2850							
2	2541							
2	2767							
2	2576							
2	2549							
2	2671							
2	3405							
2	2811							
2	2539							
2	2781							
2	2782							
2	2608							
2	2417							
2	2599							
2	2405							
2	2410							
2	2429							
2	2462							
2	2444							
2	2456							
2	2535							
2	2900							
2	2480							
2	2451							
2	2560							
2	2496							
2	2404							
2	2542							
2	2453							
2	2473							
2	2413							
2	2477							
2	2687							
2	2394							
2	2736							
2	2470							
2	2344							
2	2357							
2	2422							
2	2404							
2	2491							
2	2369							
2	2428							
2	2362							
2	2333							
2	2392							
2	2121							
2	2462							
2	2453							
2	2503							
2	2326							
2	2404							
2	2386							
2	3184							
2	2413							
2	2314							
2	2486							
2	2370							
2	3268							
2	2222							
2	2510							
2	2418							
2	2384							
2	2363							
2	2421							
2	2339							
2	2757							
2	2567							
2	3172							
2	2741							
2	2510							
2	2388							
2	2513							
2	2513							
2	2372							
2	2261							
2	2482							
2	2671							
2	2562							
2	2468							
2	2622							
2	2445							
2	2514							
2	2403							
2	2315							
2	2380							
2	2503							
2	2439							
2	2346							
2	2556							
2	2705							
2	2541							
2	2710							
2	2338							
2	2457							
2	2580							
2	3190							
2	2969							
2	2433							
2	2540							
2	2464							
2	2429							
2	2700							
2	2481							
2	2563							
2	2361							
2	2458							
2	2616							
2	2739							
2	2947							
2	3341							
2	2635							
2	2652							
2	2702							
2	2433							
2	2600							
2	3359							
2	2469							
2	2640							
2	2406							
2	3800							
2	2421							
2	2483							
2	2438							
2	2499							
2	2364							
2	2451							
2	2363							
2	2573							
2	2450							
2	2543							
2	2439							
2	2827							
2	2423							
2	2661							
2	2622							
2	2420							
2	2641							
2	3141							
2	3274							
2	3093							
2	2750							
2	3030							
2	2782							
2	2847							
2	2864							
2	3079							
2	2862							
2	2644							
2	2633							
2	2756							
2	3170							
2	2926							
2	3129							
2	2987							
2	2811							
2	2687							
2	3530							
2	3499							
2	3212							
2	3186							
2	3496							
2	3181							
2	3200							
2	2879							
2	3337							
2	3116							
2	3007							
2	2899							
2	3074							
2	3214							
2	2879							
2	3067							
2	3457							
2	3178							
2	2885							
2	2854							
2	3131							
2	2888							
2	2838							
2	2826							
2	2763							
2	3009							
2	3081							
2	3012							
2	2575							
2	2780							
2	2945							
2	2784							
2	3041							
2	3107							
2	2601							
2	2783							
2	2724							
2	2896							
2	2960							
2	2916							
2	2900							
2	3006							
2	2621							
2	2686							
2	2374							
2	2581							
2	2616							
2	2691							
2	2312							
2	2390							
2	2658							
2	2673							
2	2393							
2	2334							
2	2411							
2	2366							
2	2866							
2	2397							
2	2521							
2	2587							
2	2511							
2	2451							
2	2725							
2	2452							
2	2322							
2	2282							
2	2406							
2	2270							
2	2460							
2	2423							
2	2360							
2	2365							
2	3029							
2	2404							
2	2269							
2	2523							
2	2430							
2	2426							
2	2485							
2	2375							
2	2302							
2	2459							
2	2471							
2	2365							
2	2376							
2	2720							
2	2464							
2	2357							
2	2363							
2	2390							
2	2923							
2	2218							
2	2402							
2	2513							
2	2395							
2	2390							
2	2541							
2	2513							
2	2384							
2	2662							
2	2469							
2	2420							
2	2264							
2	2324							
2	2384							
2	2393							
2	2401							
2	2364							
2	2506							
2	2422							
2	2377							
2	2444							
2	2480							
2	2399							
2	2458							
2	2512							
2	2353							
2	2728							
2	2696							
2	2441							
2	2632							
2	2565							
2	2501							
2	2410							
2	2371							
2	2700							
2	2720							
2	2413							
2	2512							
2	2540							
2	3385							
2	2742							
2	2469							
2	2687							
2	2426							
2	2812							
2	2483							
2	2571							
2	2537							
2	2543							
2	2597							
2	2624							
2	2500							
2	2426							
2	2446							
2	2571							
2	2584							
2	2605							
2	2569							
2	2626							
2	2590							
2	2513							
2	2597							
2	2553							
2	2544							
2	2522							
2	2616							
2	2826							
2	2648							
2	2433							
2	2356							
2	2715							
2	2707							
2	3140							
2	2723							
2	2511							
2	2622							
2	2770							
2	2643							
2	2841							
2	2797							
2	2692							
2	2585							
2	2990							
2	2805							
2	2601							
2	2947							
2	2765							
2	2491							
2	2767							
2	3025							
2	2759							
2	2970							
2	2644							
2	3599							
2	2609							
2	2478							
2	2782							
2	2539							
2	2689							
2	2420							
2	2611							
2	2722							
2	2600							
2	2643							
2	2632							
2	2337							
2	2841							
2	2669							
2	2530							
2	2514							
2	2811							
2	2522							
2	2672							
2	2593							
2	2695							
2	2810							
2	2772							
2	2545							
2	2827							
2	2759							
2	2631							
2	2661							
2	2693							
2	2450							
2	2483							
2	2682							
2	2535							
2	2912							
2	2543							
2	2492							
2	2420							
2	2487							
2	2541							
2	2475							
2	2921							
2	2479							
2	2658							
2	2493							
2	2391							
2	2454							
2	2667							
2	2424							
2	2391							
2	2505							
2	2450							
2	2480							
2	3054							
2	2538							
2	2437							
2	2427							
2	2937							
2	2961							
2	2918							
2	2672							
2	2470							
2	2340							
2	2451							
2	2457							
2	2391							
2	2419							
2	2266							
2	2997							
2	2377							
2	2364							
2	2433							
2	2972							
2	2395							
2	2338							
2	2467							
2	3232							
2	2616							
2	2632							
2	2370							
2	2573							
2	2608							
2	3082							
2	2445							
2	2434							
2	2452							
2	2379							
2	4358							
2	2367							
2	2364							
2	2507							
2	2453							
2	2542							
2	2364							
2	2438							
2	2407							
2	2308							
2	2466							
2	2402							
2	2410							
2	2424							
2	2588							
2	2655							
2	2421							
2	2400							
2	2426							
2	2423							
2	2480							
2	2362							
2	2485							
2	2679							
2	2575							
2	2328							
2	2518							
2	3098							
2	2397							
2	2450							
2	2576							
2	2402							
2	2373							
2	2458							
2	2376							
2	2509							
2	2540							
2	2450							
2	2534							
2	2581							
2	2499							
2	2357							
2	2359							
2	2437							
2	3178							
2	2638							
2	2666							
2	2555							
2	2747							
2	2568							
2	2393							
2	2483							
2	2378							
2	2842							
2	2510							
2	2389							
2	2676							
2	2633							
2	2440							
2	2495							
2	2601							
2	2568							
2	2690							
2	2762							
2	2766							
2	2628							
2	2946							
2	2819							
2	2668							
2	2965							
2	2607							
2	2927							
2	2676							
2	2660							
2	2716							
2	2424							
2	2607							
2	2692							
2	2557							
2	2421							
2	2666							
2	2893							
2	2743							
2	2721							
2	2452							
2	2855							
2	2545							
2	2715							
2	2502							
2	2722							
2	2504							
2	2679							
2	2554							
2	2444							
2	2643							
2	2423							
2	2568							
2	2729							
2	2608							
2	2544							
2	2630							
2	2550							
2	2781							
2	2471							
2	2780							
2	2735							
2	2767							
2	3145							
2	2785							
2	2760							
2	2448							
2	2385							
2	2386							
2	2360							
2	2355							
2	2663							
2	2541							
2	2482							
2	2408							
2	2420							
2	2412							
2	2421							
2	2334							
2	2584							
2	2271							
2	3233							
2	2380							
2	2363							
2	2320							
2	2512							
2	2420							
2	2451							
2	2421							
2	2416							
2	2219							
2	2830							
2	2385							
2	2363							
2	2390							
2	2260							
2	2362							
2	2322							
2	2438							
2	2350							
2	2541							
2	2405							
2	2510							
2	2483							
2	2415							
2	2473							
2	2366							
2	2452							
2	2326							
2	2340							
2	2485							
2	2413							
2	2405							
2	2647							
2	2490							
2	2488							
2	2384							
2	2366							
2	3075							
2	2476							
2	2385							
2	2482							
2	2391							
2	2757							
2	2569							
2	2348							
2	2401							
2	2499							
2	2454							
2	2360							
2	3055							
2	2363							
2	2426							
2	2436							
2	2494							
2	2546							
2	2663							
2	2423							
2	2428							
2	2480							
2	2409							
2	2432							
2	2466							
2	2427							
2	2661							
2	2581							
2	2470							
2	2375							
2	2814							
2	2481							
2	2491							
2	2578							
2	2493							
2	2604							
2	2485							
2	2480							
2	2524							
2	2486							
2	2545							
2	2788							
2	2569							
2	3082							
2	2784							
2	2758							
2	2850							
2	2681							
2	2669							
2	3131							
2	2623							
2	2808							
2	2960							
2	2914							
2	2990							
2	3230							
2	3064							
2	3157							
2	2907							
2	2741							
2	2878							
2	2606							
2	2451							
2	2883							
2	3114							
2	3247							
2	2908							
2	2763							
2	2693							
2	2691							
2	2723							
2	2739							
2	2452							
2	2723							
2	3576							
2	2662							
2	2721							
2	2810							
2	2758							
2	2720							
2	2625							
2	2787							
2	2679							
2	2753							
2	2674							
2	2833							
2	2660							
